S0,S_close,prior_vix,sigma_daily_pct,short_call_K,long_call_K,short_put_K,long_put_K,wing_width_pts,net_credit_per_share,max_loss_per_contract,pnl_per_share,pnl_per_contract,pnl_total,winner,date,skipped,skip_reason
4198.25,4183.75,18.610000610351562,1.1723198455654875,4247.466917916453,4289.941587095617,4149.033082083547,4107.542751262711,42.474669179164266,0.150383211648446,4232.428596751582,0.150383211648446,15.0383211648446,15.0383211648446,True,2021-05-03,False,
4164.75,4149.25,18.309999465942383,1.1534215498240241,4212.787123996296,4254.914995236259,4116.712876003704,4075.545747243667,42.12787123996259,0.14678795560696475,4198.108328435562,0.14678795560696475,14.678795560696475,14.678795560696475,True,2021-05-04,False,
4177.75,4161.5,19.479999542236328,1.2271246268668903,4229.016199098932,4271.306361089921,4126.483800901068,4085.2189628920573,42.29016199098896,0.15660713315876634,4213.3554857830195,0.15660713315876634,15.660713315876635,15.660713315876635,True,2021-05-05,False,
4162.25,4189.25,19.149999618530273,1.2063365856574495,4212.460744536527,4254.585351981893,4112.039255463473,4070.918862908838,42.124607445365655,0.153398393914485,4197.120905145117,0.153398393914485,15.339839391448502,15.339839391448502,True,2021-05-06,False,
4203.0,4228.5,18.389999389648438,1.1584610713247467,4251.69011882778,4294.207020016058,4154.309881172221,4112.766782360499,42.5169011882781,0.14878084138474867,4236.812034689335,0.14878084138474867,14.878084138474868,14.878084138474868,True,2021-05-07,False,
4228.5,4187.5,16.690000534057617,1.051371209396468,4272.957231589329,4315.686803905222,4184.042768410671,4142.202340726564,42.729572315893165,0.13588046623522396,4259.369184965794,0.13588046623522396,13.588046623522395,13.588046623522395,True,2021-05-10,False,
4134.25,4143.5,19.65999984741211,1.2384635802814343,4185.451180567785,4227.305692373463,4083.0488194322147,4042.2183312378925,41.85451180567816,0.1563991106693456,4169.811269500881,0.1563991106693456,15.639911066934559,15.639911066934559,True,2021-05-11,False,
4115.75,4052.25,21.84000015258789,1.3757906913657205,4172.374105379885,4214.097846433684,4059.1258946201156,4018.534635673914,41.72374105379913,0.17277912680179452,4155.096192699733,-6.703115493313765,-670.3115493313766,-670.3115493313766,False,2021-05-12,False,
4073.75,4115.0,27.59000015258789,1.7380066446662301,4144.552045687091,4185.997566143962,4002.947954312909,3962.91847476978,41.445520456871236,0.21456798640160396,4123.095247046963,0.21456798640160396,21.456798640160397,21.456798640160397,True,2021-05-13,False,
4135.0,4176.75,23.1299991607666,1.4570529905838359,4195.249141160642,4237.201632572248,4074.750858839358,4034.0033502509646,41.95249141160639,0.1836599253965401,4176.883148620985,0.1836599253965401,18.365992539654012,18.365992539654012,True,2021-05-14,False,
4156.75,4156.75,18.809999465942383,1.1849185892414598,4206.004103458295,4248.064144492878,4107.495896541705,4066.4209375762885,42.060041034583264,0.1504895450620724,4190.955148952119,0.1504895450620724,15.04895450620724,15.04895450620724,True,2021-05-17,False,
4161.0,4129.0,19.719999313354492,1.2422431913690588,4212.689739192866,4254.816636584795,4109.310260807133,4068.217158199062,42.12689739192865,0.15788816319423454,4196.900922873441,0.15788816319423454,15.788816319423454,15.788816319423454,True,2021-05-18,False,
