skipped,skip_reason,pnl,pop_computed,date
True,pop_below_threshold,0.0,0.110763971208797,2022-04-25
True,pop_below_threshold,0.0,0.11803107634166587,2022-04-26
True,pop_below_threshold,0.0,0.08645174709293435,2022-04-27
True,pop_below_threshold,0.0,0.09433961915967948,2022-04-28
True,pop_below_threshold,0.0,0.10151846877426474,2022-04-29
True,pop_below_threshold,0.0,0.08747328795158948,2022-05-02
True,pop_below_threshold,0.0,0.09189750730863527,2022-05-03
True,pop_below_threshold,0.0,0.10766368509729068,2022-05-04
True,pop_below_threshold,0.0,0.13044008781123462,2022-05-05
True,pop_below_threshold,0.0,0.09964279272010113,2022-05-06
True,pop_below_threshold,0.0,0.10753022211934232,2022-05-09
True,pop_below_threshold,0.0,0.08597529602667459,2022-05-10
True,pop_below_threshold,0.0,0.09348671635456773,2022-05-11
True,pop_below_threshold,0.0,0.0995865114847474,2022-05-12
True,pop_below_threshold,0.0,0.10000416645910354,2022-05-13
True,pop_below_threshold,0.0,0.11521549588152397,2022-05-16
True,pop_below_threshold,0.0,0.12259967088998686,2022-05-17
True,pop_below_threshold,0.0,0.13346233179582379,2022-05-18
True,pop_below_threshold,0.0,0.10859691504714364,2022-05-19
True,pop_below_threshold,0.0,0.11688817800681711,2022-05-20
True,pop_below_threshold,0.0,0.11519141446706677,2022-05-23
True,pop_below_threshold,0.0,0.12293839809680174,2022-05-24
True,pop_below_threshold,0.0,0.11405768520018933,2022-05-25
True,pop_below_threshold,0.0,0.11745530479576571,2022-05-26
True,pop_below_threshold,0.0,0.17821384240588684,2022-05-27
True,pop_below_threshold,0.0,0.19343527755146012,2022-05-31
True,pop_below_threshold,0.0,0.12838011754708012,2022-06-01
True,pop_below_threshold,0.0,0.13303695945898303,2022-06-02
True,pop_below_threshold,0.0,0.13814325331679894,2022-06-03
True,pop_below_threshold,0.0,0.13610846147180733,2022-06-06
True,pop_below_threshold,0.0,0.1357739351108096,2022-06-07
True,pop_below_threshold,0.0,0.14250756795382968,2022-06-08
True,pop_below_threshold,0.0,0.14491731352827408,2022-06-09
True,pop_below_threshold,0.0,0.13825683233073088,2022-06-10
True,pop_below_threshold,0.0,0.13292919505243034,2022-06-13
True,pop_below_threshold,0.0,0.09977148339245612,2022-06-14
True,pop_below_threshold,0.0,0.158563051355456,2022-06-15
True,pop_below_threshold,0.0,0.12522130449765567,2022-06-16
True,pop_below_threshold,0.0,0.11303207637382373,2022-06-21
True,pop_below_threshold,0.0,0.1173846200295306,2022-06-22
True,pop_below_threshold,0.0,0.12489614062501392,2022-06-23
True,pop_below_threshold,0.0,0.1198982132945286,2022-06-24
True,pop_below_threshold,0.0,0.19252171848642263,2022-06-27
True,pop_below_threshold,0.0,0.13175079739980927,2022-06-28
True,pop_below_threshold,0.0,0.12649803675821458,2022-06-29
True,pop_below_threshold,0.0,0.1311511549403802,2022-06-30
True,pop_below_threshold,0.0,0.12700115684360064,2022-07-01
True,pop_below_threshold,0.0,0.14050059314330043,2022-07-05
True,pop_below_threshold,0.0,0.1313449680476842,2022-07-06
True,pop_below_threshold,0.0,0.13449979231074016,2022-07-07
True,pop_below_threshold,0.0,0.1380725750406545,2022-07-08
True,pop_below_threshold,0.0,0.15131025869253395,2022-07-11
True,pop_below_threshold,0.0,0.14025191812369897,2022-07-12
True,pop_below_threshold,0.0,0.13551617774776642,2022-07-13
True,pop_below_threshold,0.0,0.14117277415865753,2022-07-14
True,pop_below_threshold,0.0,0.13814891291916115,2022-07-15
True,pop_below_threshold,0.0,0.15287412471219647,2022-07-18
True,pop_below_threshold,0.0,0.1439902197130991,2022-07-19
True,pop_below_threshold,0.0,0.14775186574425903,2022-07-20
True,pop_below_threshold,0.0,0.15333309429452818,2022-07-21
True,pop_below_threshold,0.0,0.15662296940922366,2022-07-22
True,pop_below_threshold,0.0,0.15919746442836707,2022-07-25
True,pop_below_threshold,0.0,0.15760172318560706,2022-07-26
True,pop_below_threshold,0.0,0.145326649528572,2022-07-27
True,pop_below_threshold,0.0,0.15545827118696737,2022-07-28
True,pop_below_threshold,0.0,0.15789782043191625,2022-07-29
True,pop_below_threshold,0.0,0.16747982721323051,2022-08-01
True,pop_below_threshold,0.0,0.15422298578997384,2022-08-02
True,pop_below_threshold,0.0,0.1440431674061905,2022-08-03
True,pop_below_threshold,0.0,0.16020917975044513,2022-08-04
True,pop_below_threshold,0.0,0.16487861408100235,2022-08-05
True,pop_below_threshold,0.0,0.1659732145897163,2022-08-08
True,pop_below_threshold,0.0,0.16733632920531966,2022-08-09
True,pop_below_threshold,0.0,0.1599454686971331,2022-08-10
True,pop_below_threshold,0.0,0.17653647459803334,2022-08-11
True,pop_below_threshold,0.0,0.1727733264435682,2022-08-12
True,pop_below_threshold,0.0,0.17818146115822736,2022-08-15
True,pop_below_threshold,0.0,0.17319539420225594,2022-08-16
True,pop_below_threshold,0.0,0.17599742834554466,2022-08-17
True,pop_below_threshold,0.0,0.174013849186072,2022-08-18
True,pop_below_threshold,0.0,0.17921621829260814,2022-08-19
True,pop_below_threshold,0.0,0.1727523995917602,2022-08-22
True,pop_below_threshold,0.0,0.14439895782118262,2022-08-23
True,pop_below_threshold,0.0,0.14205048855667562,2022-08-24
True,pop_below_threshold,0.0,0.1506535907356924,2022-08-25
True,pop_below_threshold,0.0,0.16089079751605173,2022-08-26
True,pop_below_threshold,0.0,0.13566543914813833,2022-08-29
True,pop_below_threshold,0.0,0.13252613562446308,2022-08-30
True,pop_below_threshold,0.0,0.13340493096038675,2022-08-31
True,pop_below_threshold,0.0,0.13838194578251073,2022-09-01
True,pop_below_threshold,0.0,0.13729786607738925,2022-09-02
True,pop_below_threshold,0.0,0.14252532777529836,2022-09-06
True,pop_below_threshold,0.0,0.13143211317117093,2022-09-07
True,pop_below_threshold,0.0,0.14502238072065093,2022-09-08
True,pop_below_threshold,0.0,0.15015047221677308,2022-09-09
True,pop_below_threshold,0.0,0.15395377638564045,2022-09-12
True,pop_below_threshold,0.0,0.15050372730291423,2022-09-13
True,pop_below_threshold,0.0,0.1291418016726421,2022-09-14
True,pop_below_threshold,0.0,0.1364940572032382,2022-09-15
True,pop_below_threshold,0.0,0.13734165439957013,2022-09-19
True,pop_below_threshold,0.0,0.14203684001794337,2022-09-20
True,pop_below_threshold,0.0,0.13079982813471713,2022-09-21
True,pop_below_threshold,0.0,0.13058928802247782,2022-09-22
True,pop_below_threshold,0.0,0.13811170940624984,2022-09-23
True,pop_below_threshold,0.0,0.12160971615931976,2022-09-26
True,pop_below_threshold,0.0,0.11015413300604676,2022-09-27
True,pop_below_threshold,0.0,0.10868257921292751,2022-09-28
True,pop_below_threshold,0.0,0.12397642616190407,2022-09-29
True,pop_below_threshold,0.0,0.11404911487134928,2022-09-30
True,pop_below_threshold,0.0,0.1148010251449349,2022-10-03
True,pop_below_threshold,0.0,0.11792550313912237,2022-10-04
True,pop_below_threshold,0.0,0.18676871088345554,2022-10-05
True,pop_below_threshold,0.0,0.1281557012447052,2022-10-06
True,pop_below_threshold,0.0,0.11989361604527038,2022-10-07
True,pop_below_threshold,0.0,0.11714092013696803,2022-10-10
True,pop_below_threshold,0.0,0.1709774372651892,2022-10-11
True,pop_below_threshold,0.0,0.10726035246897175,2022-10-12
True,pop_below_threshold,0.0,0.11038474230269818,2022-10-13
True,pop_below_threshold,0.0,0.1142502336989466,2022-10-14
True,pop_below_threshold,0.0,0.11176920946343222,2022-10-17
True,pop_below_threshold,0.0,0.11291239866700209,2022-10-18
True,pop_below_threshold,0.0,0.11786566689287653,2022-10-19
True,pop_below_threshold,0.0,0.11621759184545705,2022-10-20
True,pop_below_threshold,0.0,0.12279378740745689,2022-10-21
True,pop_below_threshold,0.0,0.12118217284695065,2022-10-24
True,pop_below_threshold,0.0,0.11671758412643596,2022-10-25
True,pop_below_threshold,0.0,0.1241508903914561,2022-10-26
True,pop_below_threshold,0.0,0.13160582971665125,2022-10-27
True,pop_below_threshold,0.0,0.19347964391343186,2022-10-28
True,pop_below_threshold,0.0,0.14187749370106612,2022-10-31
True,pop_below_threshold,0.0,0.14056374963212748,2022-11-01
True,pop_below_threshold,0.0,0.14311293190093521,2022-11-02
True,pop_below_threshold,0.0,0.14763672472729494,2022-11-03
True,pop_below_threshold,0.0,0.14933551712106552,2022-11-04
