S0,S_close,prior_vix,sigma_daily_pct,short_call_K,long_call_K,short_put_K,long_put_K,wing_width_pts,net_credit_per_share,max_loss_per_contract,pnl_per_share,pnl_per_contract,pnl_total,winner,date,skipped,skip_reason
4198.25,4183.75,18.610000610351562,1.1723198455654875,4321.292294791133,4342.898756265088,4075.2077052088675,4054.831666682823,21.606461473955278,2.9771090025508157e-08,2160.6461444184188,2.9771090025508157e-08,2.977109002550816e-06,2.977109002550816e-06,True,2021-05-03,False,
4164.75,4149.25,18.309999465942383,1.1534215498240241,4284.84280999074,4306.267024040693,4044.65719000926,4024.4339040592135,21.42421404995366,2.895738284283214e-08,2142.421402099628,2.895738284283214e-08,2.895738284283214e-06,2.895738284283214e-06,True,2021-05-04,False,
4177.75,4161.5,19.479999542236328,1.2271246268668903,4305.915497747329,4327.445075236065,4049.5845022526714,4029.336579741408,21.529577488736322,3.1328717544177873e-08,2152.9577457407604,3.1328717544177873e-08,3.1328717544177875e-06,3.1328717544177875e-06,True,2021-05-05,False,
4162.25,4189.25,19.149999618530273,1.2063365856574495,4287.776861341318,4309.2157456480245,4036.7231386586823,4016.5395229653886,21.438884306706314,3.0564166555390446e-08,2143.888427614215,3.0564166555390446e-08,3.0564166555390446e-06,3.0564166555390446e-06,True,2021-05-06,False,
4203.0,4228.5,18.389999389648438,1.1584610713247467,4324.725297069448,4346.348923554795,4081.274702930552,4060.868329415899,21.623626485346904,2.937792073725102e-08,2162.3626455968983,2.937792073725102e-08,2.937792073725102e-06,2.937792073725102e-06,True,2021-05-07,False,
4228.5,4187.5,16.690000534057617,1.051371209396468,4339.643078973324,4361.341294368191,4117.356921026676,4096.770136421543,21.698215394866565,2.6322458115445716e-08,2169.8215368544106,2.6322458115445716e-08,2.6322458115445717e-06,2.6322458115445717e-06,True,2021-05-10,False,
4134.25,4143.5,19.65999984741211,1.2384635802814343,4262.252951419463,4283.56421617656,4006.247048580537,3986.2158133376342,21.31126475709698,3.1356220960597636e-08,2131.1264725740757,3.1356220960597636e-08,3.1356220960597635e-06,3.1356220960597635e-06,True,2021-05-11,False,
4115.75,4052.25,21.84000015258789,1.3757906913657205,4257.310263449711,4278.596814766959,3974.189736550288,3954.3187878675367,21.286551317248268,3.5621639308427513e-08,2128.655128162663,3.5621639308427513e-08,3.5621639308427514e-06,3.5621639308427514e-06,True,2021-05-12,False,
4073.75,4115.0,27.59000015258789,1.7380066446662301,4250.755114217726,4272.0088897888145,3896.7448857822737,3877.2611613533622,21.253775571088227,4.8099652656384726e-08,2125.3775522988576,4.8099652656384726e-08,4.8099652656384725e-06,4.8099652656384725e-06,True,2021-05-13,False,
4135.0,4176.75,23.1299991607666,1.4570529905838359,4285.622852901604,4307.050967166112,3984.3771470983957,3964.4552613629035,21.428114264507713,3.8535449829909794e-08,2142.8114225972263,3.8535449829909794e-08,3.85354498299098e-06,3.85354498299098e-06,True,2021-05-14,False,
4156.75,4156.75,18.809999465942383,1.1849185892414598,4279.885258645736,4301.284684938964,4033.614741354264,4013.4466676474926,21.399426293228316,2.986277322740095e-08,2139.9426263365544,2.986277322740095e-08,2.986277322740095e-06,2.986277322740095e-06,True,2021-05-17,False,
4161.0,4129.0,19.719999313354492,1.2422431913690588,4290.224347982166,4311.675469722077,4031.775652017834,4011.616773757745,21.451121739910377,3.167816096585335e-08,2145.1121708232217,3.167816096585335e-08,3.1678160965853353e-06,3.1678160965853353e-06,True,2021-05-18,False,
4071.75,4103.75,21.34000015258789,1.344293651948285,4208.59069193301,4229.633645392674,3934.909308066989,3915.234761526654,21.042953459664204,3.42179046200796e-08,2104.29534254463,3.42179046200796e-08,3.42179046200796e-06,3.42179046200796e-06,True,2021-05-19,False,
4120.75,4160.75,22.18000030517578,1.3972086877817105,4264.688692504412,4286.012135966934,3976.8113074955877,3956.9272509581097,21.323443462521936,3.6377062431599036e-08,2132.3443426144872,3.6377062431599036e-08,3.6377062431599035e-06,3.6377062431599035e-06,True,2021-05-20,False,
4171.5,4155.25,20.670000076293945,1.3020876143228546,4307.291462078695,4328.8279193890885,4035.7085379213054,4015.5299952316986,21.536457310393416,3.367432420863341e-08,2153.6457276719093,3.367432420863341e-08,3.3674324208633413e-06,3.3674324208633413e-06,True,2021-05-21,False,
4176.25,4198.5,20.149999618530273,1.2693306644923206,4308.776054689652,4330.3199349630995,4043.7239453103484,4023.5053255837965,21.54388027344794,3.265639717899148e-08,2154.388024079154,3.265639717899148e-08,3.2656397178991476e-06,3.2656397178991476e-06,True,2021-05-24,False,
4206.25,4181.5,18.399999618530273,1.1590910265312961,4328.135665758682,4349.776344087475,4084.3643342413184,4063.942512570112,21.640678328793,2.941999981692068e-08,2164.0678299373003,2.941999981692068e-08,2.941999981692068e-06,2.941999981692068e-06,True,2021-05-25,False,
4191.5,4190.5,18.84000015258789,1.186808454861107,4315.862690963759,4337.442004418577,4067.1373090362417,4046.8016224910607,21.579313454818475,3.017098756458279e-08,2157.931342464749,3.017098756458279e-08,3.0170987564582787e-06,3.0170987564582787e-06,True,2021-05-26,False,
4204.5,4200.25,17.360000610351562,1.0935772470218985,4319.448638377589,4341.0458815694765,4089.5513616224107,4069.1036048142987,21.597243191887173,2.7422757858740407e-08,2159.7243164464417,2.7422757858740407e-08,2.7422757858740407e-06,2.7422757858740407e-06,True,2021-05-27,False,
4212.5,4206.0,16.739999771118164,1.0545208652775435,4323.554228624542,4345.171999767664,4101.445771375458,4080.938542518581,21.6177711431219,2.6315523465602542e-08,2161.7771116806375,2.6315523465602542e-08,2.6315523465602543e-06,2.6315523465602543e-06,True,2021-05-28,False,
4228.75,4201.5,16.760000228881836,1.0557807756906417,4340.365823880045,4362.067652999445,4117.134176119956,4096.548505239356,21.701829119399918,2.6454282665083355e-08,2170.1829092945636,2.6454282665083355e-08,2.6454282665083353e-06,2.6454282665083353e-06,True,2021-06-01,False,
4206.5,4202.75,17.899999618530273,1.1275939871138605,4325.080602669862,4346.706005683211,4087.9193973301385,4067.479800343488,21.62540301334866,2.845999737628317e-08,2162.540298488866,2.845999737628317e-08,2.845999737628317e-06,2.845999737628317e-06,True,2021-06-02,False,
4181.0,4190.75,17.479999542236328,1.1011364691971477,4296.096289442831,4317.576770890045,4065.903710557168,4045.574192004382,21.480481447213606,2.749442487614268e-08,2148.048141971918,2.749442487614268e-08,2.7494424876142682e-06,2.7494424876142682e-06,True,2021-06-03,False,
4210.25,4230.75,18.040000915527344,1.136413239853878,4329.86459607737,4351.5139190577565,4090.6354039226303,4070.182226903017,21.649322980386387,2.8753588714488386e-08,2164.93229516328,2.8753588714488386e-08,2.8753588714488385e-06,2.8753588714488385e-06,True,2021-06-04,False,
4228.5,4225.75,16.420000076293945,1.034362779274652,4337.8450753040715,4359.5343006805915,4119.1549246959285,4098.559150072449,21.68922537651997,2.5822286035360406e-08,2168.9225350697684,2.5822286035360406e-08,2.5822286035360407e-06,2.5822286035360407e-06,True,2021-06-07,False,
4234.0,4228.25,16.420000076293945,1.034362779274652,4343.4873001862225,4365.204736687153,4124.5126998137775,4103.890136314709,21.71743650093049,2.5855873021968437e-08,2171.7436475074614,2.5855873021968437e-08,2.585587302196844e-06,2.585587302196844e-06,True,2021-06-08,False,
4234.5,4220.5,17.06999969482422,1.0753089064869843,4348.334889112978,4370.076563558542,4120.665110887022,4100.061785332587,21.74167444556406,2.707087887806391e-08,2174.167441849318,2.707087887806391e-08,2.7070878878063907e-06,2.7070878878063907e-06,True,2021-06-09,False,
4232.5,4237.75,17.889999389648438,1.1269640319073113,4351.746881626193,4373.505616034323,4113.253118373807,4092.6868527819383,21.758734408130294,2.8616685036906122e-08,2175.8734379513608,2.8616685036906122e-08,2.861668503690612e-06,2.861668503690612e-06,True,2021-06-10,False,
4244.75,4242.5,16.100000381469727,1.0142046932717603,4352.3761342941325,4374.138014965602,4137.1238657058675,4116.438246377338,21.761880671469953,2.5331078632877804e-08,2176.1880646138875,2.5331078632877804e-08,2.5331078632877805e-06,2.5331078632877805e-06,True,2021-06-11,False,
4246.5,4250.0,15.649999618530273,0.9858573097354004,4351.161076644785,4372.916882028008,4141.838923355216,4121.1297287384405,21.75580538322356,2.451924205455376e-08,2175.580535870432,2.451924205455376e-08,2.451924205455376e-06,2.451924205455376e-06,True,2021-06-14,False,
4257.0,4246.0,16.389999389648438,1.0324729136550046,4366.880929835734,4388.715334484912,4147.119070164266,4126.383474813445,21.834404649178396,2.5940599612510804e-08,2183.4404623237797,2.5940599612510804e-08,2.5940599612510803e-06,2.5940599612510803e-06,True,2021-06-15,False,
4249.25,4225.5,17.020000457763672,1.0721592506059088,4363.146817390929,4384.962551477883,4135.353182609071,4114.676416696026,21.815734086953853,2.7070873771625906e-08,2181.573405988298,2.7070873771625906e-08,2.7070873771625907e-06,2.7070873771625907e-06,True,2021-06-16,False,
4219.0,4226.5,18.149999618530273,1.1433425068225782,4339.5940509071115,4361.2920211616465,4098.4059490928885,4077.913919347424,21.697970254534994,2.9025239602975915e-08,2169.7970225509753,2.9025239602975915e-08,2.9025239602975913e-06,2.9025239602975913e-06,True,2021-06-17,False,
4173.5,4215.25,20.700000762939453,1.303977479942502,4309.5537503135,4331.101519065067,4037.4462496864994,4017.259018438067,21.547768751566764,3.375183064836266e-08,2154.7768717814934,3.375183064836266e-08,3.375183064836266e-06,3.375183064836266e-06,True,2021-06-21,False,
4213.75,4239.5,17.889999389648438,1.1269640319073113,4332.468617236236,4354.130960322417,4095.031382763764,4074.5562258499453,21.662343086180954,2.8489912953224684e-08,2166.234305769104,2.8489912953224684e-08,2.8489912953224684e-06,2.8489912953224684e-06,True,2021-06-22,False,
4237.0,4233.0,16.65999984741211,1.0494813437768207,4348.166311339559,4369.907142896256,4125.83368866044,4105.2045202171375,21.74083155669723,2.6319505406191888e-08,2174.0831530377727,2.6319505406191888e-08,2.631950540619189e-06,2.631950540619189e-06,True,2021-06-23,False,
4254.25,4258.0,16.31999969482422,1.0280633473608307,4363.590962387746,4385.408917199684,4144.909037612255,4124.184492424193,21.817954811937852,2.5794069372756957e-08,2181.795478614378,2.5794069372756957e-08,2.5794069372756956e-06,2.5794069372756956e-06,True,2021-06-24,False,
4264.25,4271.75,15.970000267028809,1.006015455814127,4371.497535186385,4393.355022862316,4157.002464813615,4136.217452489547,21.857487675931225,2.5207904468021503e-08,2185.748765072332,2.5207904468021503e-08,2.5207904468021503e-06,2.5207904468021503e-06,True,2021-06-25,False,
4277.25,4280.75,15.619999885559082,0.983967504191588,4382.466875182587,4404.3792095584995,4172.033124817413,4151.172959193326,21.912334375912906,2.464192339274598e-08,2191.2334351270983,2.464192339274598e-08,2.464192339274598e-06,2.464192339274598e-06,True,2021-06-28,False,
4284.25,4282.5,15.760000228881836,0.9927866968557705,4390.583660150109,4412.5365784508585,4177.916339849891,4157.026758150641,21.952918300749843,2.4939096827282276e-08,2195.291827581075,2.4939096827282276e-08,2.493909682728228e-06,2.493909682728228e-06,True,2021-06-29,False,
4277.5,4291.5,16.020000457763672,1.0091651717710375,4385.417600556265,4407.344688559046,4169.582399443735,4148.734487446516,21.927088002780692,2.5378552357076418e-08,2192.708797740214,2.5378552357076418e-08,2.5378552357076416e-06,2.5378552357076416e-06,True,2021-06-30,False,
4294.0,4307.5,15.829999923706055,0.9971962631499443,4401.049018849147,4423.054263943392,4186.950981150853,4166.0162262450995,22.005245094244856,2.512492064774334e-08,2200.5245069119937,2.512492064774334e-08,2.512492064774334e-06,2.512492064774334e-06,True,2021-07-01,False,
4322.25,4345.25,15.479999542236328,0.9751483115274054,4427.620869737483,4449.75897408617,4216.879130262517,4195.794734611204,22.138104348687193,2.464299699057419e-08,2213.8104324044198,2.464299699057419e-08,2.4642996990574192e-06,2.4642996990574192e-06,True,2021-07-02,False,
4343.5,4333.5,15.069999694824219,0.9493207488172417,4446.584366812192,4468.817288646252,4240.415633187808,4219.213555021869,22.232921834060107,2.4009744096349242e-08,2223.292181005036,2.4009744096349242e-08,2.4009744096349242e-06,2.4009744096349242e-06,True,2021-07-06,False,
4342.25,4351.5,16.440000534057617,1.03562268968775,4454.673315607416,4476.946682185453,4229.826684392584,4208.677550970621,22.273366578036985,2.6554847152777483e-08,2227.3366551482136,2.6554847152777483e-08,2.6554847152777484e-06,2.6554847152777484e-06,True,2021-07-07,False,
4292.5,4306.25,16.200000762939453,1.0205041251855815,4402.012848933978,4424.022913178647,4182.987151066022,4162.072215310693,22.010064244669593,2.580208044563403e-08,2201.0064218867515,2.580208044563403e-08,2.580208044563403e-06,2.580208044563403e-06,True,2021-07-08,False,
4331.0,4362.25,19.0,1.1968874978625528,4460.592993831068,4482.8959588002235,4201.407006168932,4180.3999711380875,22.302964969155255,3.149869718473067e-08,2230.2964937656557,3.149869718473067e-08,3.149869718473067e-06,3.149869718473067e-06,True,2021-07-09,False,
4359.25,4376.5,16.18000030517578,1.0192442147724834,4470.328508581173,4492.680151124078,4248.171491418827,4226.930633961732,22.35164254290521,2.616548380455859e-08,2235.1642516739726,2.616548380455859e-08,2.616548380455859e-06,2.616548380455859e-06,True,2021-07-12,False,
4367.5,4362.5,16.170000076293945,1.018614259565934,4478.719944466355,4501.113544188686,4256.280055533644,4234.998655255976,22.3935997223316,2.6196060022767694e-08,2239.359969613554,2.6196060022767694e-08,2.6196060022767695e-06,2.6196060022767695e-06,True,2021-07-13,False,
4379.25,4367.5,17.1200008392334,1.0784586825197298,4497.321004635613,4519.80760965879,4261.1789953643865,4239.873100387565,22.486605023177617,2.8093575810076003e-08,2248.660499508404,2.8093575810076003e-08,2.8093575810076003e-06,2.8093575810076003e-06,True,2021-07-14,False,
4353.25,4350.5,16.329999923706055,1.02869330256738,4465.203977985036,4487.52999787496,4241.2960220149635,4220.089541904888,22.326019889924282,2.6413275049596053e-08,2232.6019863511005,2.6413275049596053e-08,2.641327504959605e-06,2.641327504959605e-06,True,2021-07-15,False,
4365.25,4317.75,17.010000228881836,1.0715292953993596,4482.187331418551,4504.598268075643,4248.312668581449,4227.071105238541,22.410936657091952,2.7790519563619107e-08,2241.093662930143,2.7790519563619107e-08,2.779051956361911e-06,2.779051956361911e-06,True,2021-07-16,False,
4266.75,4243.75,18.450000762939453,1.1622408025640418,4390.724773608503,4412.678397476545,4142.775226391497,4122.06135025954,21.953623868042087,2.994144271606011e-08,2195.3623838100643,2.994144271606011e-08,2.9941442716060114e-06,2.9941442716060114e-06,True,2021-07-19,False,
4261.25,4323.5,22.5,1.417366773784602,4412.243854119741,4434.305073390339,4110.256145880259,4089.704865150858,22.061219270598485,3.831681016084532e-08,2206.1219232281674,3.831681016084532e-08,3.831681016084532e-06,3.831681016084532e-06,True,2021-07-20,False,
4328.0,4349.25,19.729999542236328,1.242873146575608,4462.478874459481,4484.791268831777,4193.521125540519,4172.553519912816,22.312394372296694,3.2970210006538066e-08,2231.2394339326484,3.2970210006538066e-08,3.297021000653807e-06,3.297021000653807e-06,True,2021-07-21,False,
