S0,S_close,prior_vix,sigma_daily_pct,short_call_K,long_call_K,short_put_K,long_put_K,wing_width_pts,net_credit_per_share,max_loss_per_contract,pnl_per_share,pnl_per_contract,pnl_total,winner,date,skipped,skip_reason
4198.25,4183.75,18.610000610351562,1.1723198455654875,4296.683835832906,4339.650674191235,4099.816164167094,4058.8180025254233,42.96683835832937,1.6618388774308756e-05,4296.68217399406,1.6618388774308756e-05,0.0016618388774308755,0.0016618388774308755,True,2021-05-03,False,
4164.75,4149.25,18.309999465942383,1.1534215498240241,4260.824247992593,4303.432490472519,4068.675752007408,4027.988994487334,42.60824247992605,1.6203191543354356e-05,4260.82262767345,1.6203191543354356e-05,0.0016203191543354355,0.0016203191543354355,True,2021-05-04,False,
4177.75,4161.5,19.479999542236328,1.2271246268668903,4280.282398197864,4323.085222179842,4075.2176018021373,4034.4654257841157,42.80282398197869,1.73641940497843e-05,4280.2806617784645,1.73641940497843e-05,0.00173641940497843,0.00173641940497843,True,2021-05-05,False,
4162.25,4189.25,19.149999618530273,1.2063365856574495,4262.6714890730545,4305.298203963785,4061.828510926946,4021.2102258176765,42.62671489073091,1.698639856573655e-05,4262.669790433234,1.698639856573655e-05,0.001698639856573655,0.001698639856573655,True,2021-05-06,False,
4203.0,4228.5,18.389999389648438,1.1584610713247467,4300.380237655558,4343.384040032113,4105.619762344442,4064.563564720998,43.00380237655554,1.6427971023181638e-05,4300.378594858452,1.6427971023181638e-05,0.0016427971023181638,0.0016427971023181638,True,2021-05-07,False,
4228.5,4187.5,16.690000534057617,1.051371209396468,4317.414463178659,4360.588607810446,4139.585536821341,4098.189681453127,43.174144631786476,1.4916293119209004e-05,4317.412971549335,1.4916293119209004e-05,0.0014916293119209003,0.0014916293119209003,True,2021-05-10,False,
4134.25,4143.5,19.65999984741211,1.2384635802814343,4236.652361135571,4279.018884746926,4031.8476388644294,3991.529162475785,42.36652361135566,1.7353622784211644e-05,4236.650625773287,1.7353622784211644e-05,0.0017353622784211644,0.0017353622784211644,True,2021-05-11,False,
4115.75,4052.25,21.84000015258789,1.3757906913657205,4228.998210759769,4271.288192867367,4002.5017892402307,3962.476771347828,42.28998210759801,1.9354497719225726e-05,4228.996275310029,1.9354497719225726e-05,0.0019354497719225726,0.0019354497719225726,True,2021-05-12,False,
4073.75,4115.0,27.59000015258789,1.7380066446662301,4215.354091374182,4257.507632287924,3932.145908625819,3892.824449539561,42.15354091374229,2.4836240509970335e-05,4215.351607750178,2.4836240509970335e-05,0.0024836240509970337,0.0024836240509970337,True,2021-05-13,False,
4135.0,4176.75,23.1299991607666,1.4570529905838359,4255.498282321284,4298.053265144497,4014.501717678717,3974.3567005019295,42.55498282321332,2.0704677804780378e-05,4255.496211853551,2.0704677804780378e-05,0.002070467780478038,0.002070467780478038,True,2021-05-14,False,
