S0,S_close,prior_vix,sigma_daily_pct,short_call_K,long_call_K,short_put_K,long_put_K,wing_width_pts,net_credit_per_share,max_loss_per_contract,pnl_per_share,pnl_per_contract,pnl_total,winner,date,skipped,skip_reason
4198.25,4183.75,18.610000610351562,1.1723198455654875,4247.466917916453,4268.704252506035,4149.033082083547,4128.287916673129,21.237334589582133,0.14500529385738092,2109.2329295724753,0.14500529385738092,14.500529385738092,14.500529385738092,True,2021-05-03,False,
4164.75,4149.25,18.309999465942383,1.1534215498240241,4212.787123996296,4233.851059616277,4116.712876003704,4096.129311623686,21.06393561998084,0.14184524548322708,2092.209037449761,0.14184524548322708,14.184524548322708,14.184524548322708,True,2021-05-04,False,
4177.75,4161.5,19.479999542236328,1.2271246268668903,4229.016199098932,4250.161280094426,4126.483800901068,4105.851381896563,21.145080995494027,0.15001955098510367,2099.5061444508924,0.15001955098510367,15.001955098510367,15.001955098510367,True,2021-05-05,False,
4162.25,4189.25,19.149999618530273,1.2063365856574495,4212.460744536527,4233.52304825921,4112.039255463473,4091.479059186155,21.062303722682373,0.14731874059362848,2091.4984982088745,0.14731874059362848,14.731874059362848,14.731874059362848,True,2021-05-06,False,
4203.0,4228.5,18.389999389648438,1.1584610713247467,4251.69011882778,4272.948569421918,4154.309881172221,4133.53833176636,21.258450594138594,0.1436888221133843,2111.476177202521,0.1436888221133843,14.36888221133843,14.36888221133843,True,2021-05-07,False,
4228.5,4187.5,16.690000534057617,1.051371209396468,4272.957231589329,4294.322017747276,4184.042768410671,4163.1225545686175,21.364786157946583,0.1327174834931235,2123.206867445346,0.1327174834931235,13.27174834931235,13.27174834931235,True,2021-05-10,False,
4134.25,4143.5,19.65999984741211,1.2384635802814343,4185.451180567785,4206.3784364706235,4083.0488194322147,4062.6335753350536,20.927255902838624,0.14960984335494487,2077.7646059483677,0.14960984335494487,14.960984335494487,14.960984335494487,True,2021-05-11,False,
4115.75,4052.25,21.84000015258789,1.3757906913657205,4172.374105379885,4193.235975906784,4059.1258946201156,4038.830265147015,20.86187052689911,0.16231230451601464,2069.95582223831,-6.713582315599545,-671.3582315599546,-671.3582315599546,False,2021-05-12,False,
4073.75,4115.0,27.59000015258789,1.7380066446662301,4144.552045687091,4165.274805915526,4002.947954312909,3982.9332145413446,20.72276022843471,0.19118748847070854,2053.1572739964,0.19118748847070854,19.118748847070854,19.118748847070854,True,2021-05-13,False,
4135.0,4176.75,23.1299991607666,1.4570529905838359,4195.249141160642,4216.225386866445,4074.750858839358,4054.3771045451613,20.976245705803194,0.17057070943127428,2080.5674996371918,0.17057070943127428,17.057070943127428,17.057070943127428,True,2021-05-14,False,
4156.75,4156.75,18.809999465942383,1.1849185892414598,4206.004103458295,4227.034123975585,4107.495896541705,4086.958417058997,21.030020517290723,0.14489446545585238,2088.512605183487,0.14489446545585238,14.489446545585238,14.489446545585238,True,2021-05-17,False,
4161.0,4129.0,19.719999313354492,1.2422431913690588,4212.689739192866,4233.75318788883,4109.310260807133,4088.7637095030973,21.063448695964325,0.15096298520050544,2091.248571076382,0.15096298520050544,15.096298520050544,15.096298520050544,True,2021-05-18,False,
4071.75,4103.75,21.34000015258789,1.344293651948285,4126.486276773204,4147.11870815707,4017.0137232267957,3996.928654610662,20.632431383865878,0.15762683394480836,2047.480454992107,0.15762683394480836,15.762683394480836,15.762683394480836,True,2021-05-19,False,
4120.75,4160.75,22.18000030517578,1.3972086877817105,4178.325477001765,4199.217104386773,4063.174522998235,4042.8586503832435,20.891627385008178,0.16451121421083004,2072.711617079735,0.16451121421083004,16.451121421083002,16.451121421083002,True,2021-05-20,False,
4171.5,4155.25,20.670000076293945,1.3020876143228546,4225.8165848314775,4246.9456677556345,4117.1834151685225,4096.59749809268,21.129082924157046,0.1573582176217858,2097.172470653526,0.1573582176217858,15.735821762178581,15.735821762178581,True,2021-05-21,False,
4176.25,4198.5,20.149999618530273,1.2693306644923206,4229.260421875861,4250.406723985239,4123.239578124139,4102.623380233518,21.146302109378667,0.15426466483235535,2099.2037444546313,0.15426466483235535,15.426466483235535,15.426466483235535,True,2021-05-24,False,
4206.25,4181.5,18.399999618530273,1.1590910265312961,4255.004266303472,4276.279287634989,4157.495733696527,4136.708255028045,21.275021331516655,0.14386749674721888,2113.1153834769434,0.14386749674721888,14.386749674721887,14.386749674721887,True,2021-05-25,False,
4191.5,4190.5,18.84000015258789,1.186808454861107,4241.245076385503,4262.45130176743,4141.754923614497,4121.046148996425,21.206225381926743,0.1463051062502878,2105.9920275676454,0.1463051062502878,14.63051062502878,14.63051062502878,True,2021-05-26,False,
4204.5,4200.25,17.360000610351562,1.0935772470218985,4250.4794553510355,4271.73185262779,4158.5205446489645,4137.727941925719,21.25239727675489,0.13667460473458615,2111.5722672020306,0.13667460473458615,13.667460473458615,13.667460473458615,True,2021-05-27,False,
4212.5,4206.0,16.739999771118164,1.0545208652775435,4256.9216914498165,4278.206299907065,4168.0783085501835,4147.237917007433,21.284608457248396,0.13257054737322327,2115.203790987517,0.13257054737322327,13.257054737322328,13.257054737322328,True,2021-05-28,False,
