month_end,v8_return,spy_return_v8,n_days,v9_return,spy_return_v9,v9_traded,spy_return,combined_return,v8_nav,v9_nav,combined_nav,spy_nav
2023-09-30,-0.03328675394378866,-0.04743451901331319,20.0,-0.0512451266277604,-0.0474345190133135,True,-0.04743451901331319,-0.04226594028577453,1.2170151630591322,0.9565689239429556,1.0983959213438836,1.063117069023892
2023-10-31,-0.07454779330686356,-0.02170856185555814,22.0,-0.0140880637422635,-0.0217085618555584,True,-0.02170856185555814,-0.04431792852456353,1.1262893682320811,0.9430927199685788,1.0497172894100932,1.0400383263712871
2023-11-30,0.1178308031061388,0.09134380514453966,21.0,0.0984444474463208,0.0913438051445387,True,0.09134380514453966,0.1081376252762298,1.259000949020773,1.0359349616765334,1.1632312242983016,1.1350393845981992
2023-12-31,0.05488680949871472,0.04565542218543084,20.0,0.0480425918697376,0.0456554221854303,True,0.04565542218543084,0.05146470068422616,1.3281034942683771,1.0857039622439513,1.2230965710833597,1.1868600868991215
2024-01-31,0.011702118632656022,0.015926365669578058,21.0,0.009068883893306,0.0159263656695773,True,0.015926365669578058,0.01038550126298101,1.3436451189147507,1.095550085420044,1.2357990420670937,1.205762454641704
2024-02-29,0.019224006421722173,0.052186959997351234,20.0,0.0572778548347704,0.0521869599973505,True,0.052186959997351234,0.03825093062824629,1.3694753613092836,1.1583008441769536,1.2830695054956553,1.2686875316283988
2024-03-31,0.02156575969785579,0.03270192457891308,20.0,0.0130043080979611,0.0327019245789126,True,0.03270192457891308,0.017285033897908447,1.3990091378634137,1.1733637452247592,1.3052474053915204,1.310176055601918
2024-04-30,-0.12817255459523758,-0.04031965128950232,22.0,-0.0497081270366101,-0.0403196512895023,True,-0.04031965128950232,-0.08894034081592384,1.219694562761379,1.1150380311169743,1.1891582563068983,1.257350213912193
2024-05-31,0.06693794855537316,0.05057965848461543,22.0,0.0562798634129211,0.0505796584846154,True,0.05057965848461543,0.06160890598414713,1.3013384146567686,1.17779221920845,1.2624209955199823,1.32094655832743
2024-06-30,0.03107152243322675,0.03528025129150181,19.0,0.0336935060326523,0.0352802512915013,True,0.03528025129150181,0.03238251423293953,1.3417729804009961,1.2174761684515607,1.3033013613753697,1.3675498848478662
2024-07-31,-0.10005303202980831,0.012109146066216825,22.0,0.044241788416715,0.0121091460662166,True,0.012109146066216825,-0.027905621806546654,1.207524525416204,1.2713394914985876,1.2669319264848713,1.384109746156327
2024-08-31,0.022966837628342285,0.02336543235242683,22.0,0.0225172643593022,0.0233654323524259,True,0.02336543235242683,0.022742050993822243,1.235257545123679,1.299966578919082,1.2957445569626918,1.4164500687984773
2024-09-30,-0.11478324448955024,0.021004535213327458,20.0,0.0197703737707362,0.0210045352133261,True,0.021004535213327458,-0.04750643535940702,1.093470676314186,1.3256674040737775,1.23418835192504,1.446201944146475
2024-10-31,-0.035869287127410554,-0.008923457915740785,23.0,0.009381920122566,-0.0089234579157411,True,-0.008923457915740785,-0.013243683502422277,1.0542486626600687,1.338104709767887,1.2178431520097686,1.4332968219602216
2024-11-30,-0.0018662752425764317,0.059633478090378444,20.0,0.0751206747638579,0.0596334780903782,True,0.059633478090378444,0.03662719976064074,1.0522811444814268,1.438624038470347,1.2624493364155587,1.5187692965895956
2024-12-31,-0.1502684735718789,-0.02406010820160842,21.0,-0.050515616068152,-0.0240601082016094,True,-0.02406010820160842,-0.10039204482001544,0.8941564631317331,1.3659510588765646,1.135709466051129,1.4822275429803693
2025-01-31,-0.0355312191683228,0.026856430400189923,20.0,0.0494796943844991,0.0268564304001899,True,0.026856430400189923,0.006974237608088147,0.8623859938694272,1.4335378998139598,1.1436301737211245,1.522034883825666
2025-02-28,-0.021656107231472377,-0.012694832821118163,19.0,0.0090963122254197,-0.0126948328211184,True,-0.012694832821118163,-0.006279897503026338,0.843710070311271,1.4465778081376401,1.1364482934487876,1.5027129054275892
2025-03-31,-0.06385436629200059,-0.05571921433503546,21.0,-0.0451222594641934,-0.0557192143350362,True,-0.05571921433503546,-0.054488312878096995,0.7898354984373656,1.3813049489437095,1.0745251432655707,1.4189829229660456
2025-04-30,0.0,-0.008670290259329194,21.0,-0.0113058690182433,-0.0086702902593295,True,-0.008670290259329194,-0.00565293450912165,0.7898354984373656,1.3656880961167006,1.0684509230022858,1.4066799291508987
2025-05-31,-0.024119891178521757,0.06284509736034449,21.0,0.0486142964351682,0.062845097360344,True,0.06284509736034449,0.012247202628323222,0.7707847521661229,1.4320800620592982,1.0815364579547138,1.4950828662532294
2025-06-30,0.05730805066416189,0.05138605630198789,20.0,0.0359504251851951,0.0513860563019874,True,0.05138605630198789,0.0466292379246785,0.8149569237944225,1.4835639491895707,1.1319676787768982,1.5719092785946553
2025-07-31,0.06408458813894091,0.02303154344336722,22.0,0.0018485357002024,0.0230315434433663,True,0.02303154344336722,0.03296656191957165,0.8671831026067663,1.486306370113181,1.1692847613502506,1.6081127754336402
2025-08-31,0.07766673684279723,0.020519537835420376,21.0,0.0164099803515535,0.0205195378354205,True,0.020519537835420376,0.04703835859717537,0.9345343844314465,1.5106966284431271,1.2242859972568565,1.6411105063727736
2025-09-30,0.04513739992779264,0.035620412937163115,21.0,0.0277422800037627,0.035620412937162,True,0.035620412937163115,0.03643983996577767,0.9767168366878023,1.5526067973101367,1.2688987830692389,1.6995675402852886
2025-10-31,-0.037482024757135135,0.023837414102428678,23.0,0.0116351919862514,0.0238374141024282,True,0.023837414102428678,-0.012923416385441868,0.9401075120343594,1.570671675475999,1.2525002757446546,1.7400808355381152
2025-11-30,-0.055082467012003145,0.0019499438514809508,19.0,-0.0092359278849129,0.0019499438514807,True,0.0019499438514809508,-0.03215919744845802,0.8883240710149904,1.5561650651504275,1.212220872072734,1.7434738954644526
2025-12-31,0.10011920739472324,0.0007975195784821754,22.0,0.0133374611153232,0.0007975195784812,True,0.0007975195784821754,0.05672833425502322,0.9772623729146651,1.5769203561958958,1.280988142894592,1.7448643500306582
2026-01-31,-0.03572117099369465,0.014737732796226366,20.0,0.009846806396464,0.0147377327962257,True,0.014737732796226366,-0.012937182298615325,0.9423534165860765,1.5924479856459999,1.2644157657676,1.7705796945870713
2026-02-28,-0.0696831719722446,-0.00864195172309179,19.0,0.0170310265063906,-0.0086419517230924,True,-0.00864195172309179,-0.026326072732927003,0.8766872413994767,1.6195690094995854,1.2311286643533426,1.7552784303445632
2026-03-31,-0.016993613257630713,-0.04937954609873085,22.0,-0.062125962315796,-0.0493795460987314,True,-0.04937954609873085,-0.03955978778671336,0.8617891574712349,1.5189517262475831,1.1824254756533845,1.668603578177256
2026-04-30,0.03810893173850616,0.10617520826273052,21.0,0.1106569398026267,0.1061752082627298,True,0.10617520826273052,0.07438293577056643,0.8946310216462908,1.6870342759820578,1.2703777538623915,1.8457679105981635
