date,ratio,regime,target_in_position,in_position,suspended,flip,svxy_return,strategy_return,strategy_nav,spy_return,spy_nav,monthly_dd
2025-06-09,0.8541562825822899,contango,True,True,False,False,0.004560696769200456,0.004560696769200456,0.797856553513262,0.0009012828881442836,1.521184857090045,0.03512238828164249
2025-06-10,0.8500501659460225,contango,True,True,False,False,0.00238954103857858,0.00238954103857858,0.7997630644907808,0.005669767615193333,1.5298096217294967,0.037595855708392856
2025-06-11,0.8502463486486858,contango,True,True,False,False,-0.0045292595459046625,-0.0045292595459046625,0.796140729996474,-0.0028520166647609813,1.5254465791944125,0.03289631477413457
2025-06-12,0.8726392634696917,contango,True,True,False,False,-0.005028713910756322,-0.005028713910756322,0.7921371660326211,0.003974226097154476,1.531509048799262,0.027702174707660898
2025-06-13,0.9204243555425888,contango,True,True,False,False,-0.040192495778814785,-0.040192495778814785,0.7602991963306126,-0.011180166648789513,1.5143865224095572,-0.013603740611155546
2025-06-16,0.9001413576261693,contango,True,True,False,False,0.03560677359361031,0.03560677359361031,0.7873709976777606,0.009514404279455047,1.5287950080191197,0.021518647670487168
2025-06-17,0.9428197523060936,contango,True,True,False,False,-0.02832925400868813,-0.02832925400868813,0.7650653646854731,-0.008545134095127027,1.5157312496716355,-0.007420213573981593
2025-06-18,0.916704598047316,gray,False,False,False,True,0.011711871255824402,0.010711871255824401,0.7732606463742744,-0.00015063575417118003,1.5155029263517203,0.0032121733093477545
2025-06-20,0.917259842487617,contango,True,True,False,True,-0.0054186555239919,-0.001,0.7724873857279001,-0.002348535817909503,1.5119437134470366,0.002208961136038301
2025-06-23,0.9087992759417775,contango,True,True,False,False,0.007924707438328848,0.007924707438328848,0.7786091222595932,0.009877375905910313,1.526877749853331,0.010151173945113001
2025-06-24,0.871820459221075,contango,True,True,False,False,0.03734644789362629,0.03734644789362629,0.8076874072735633,0.011047208993087754,1.5437454874628562,0.04787673212753951
2025-06-25,0.8520589813866241,contango,True,True,False,False,0.0018947895320806651,0.0018947895320806651,0.8092178049180586,0.0005603646306042709,1.5446105478326853,0.049862237990485836
2025-06-26,0.8529562725878611,contango,True,True,False,False,0.002600487289257103,0.002600487289257103,0.8113221655339885,0.007823779874487347,1.5566952407507395,0.052592391395851035
2025-06-27,0.8390745015249963,contango,True,True,False,False,0.00023575386864371772,0.00023575386864371772,0.8115134378732295,0.0049683317640052405,1.5644294191622372,0.05284054412422745
2025-06-30,0.8605966606290189,contango,True,True,False,False,0.004243288848313931,0.004243288848313931,0.8149569237944139,0.004781206068339872,1.5719092785946251,0.05730805066416256
2025-07-01,0.8626345323559549,contango,True,True,False,False,-0.00023470239181522246,-0.00023470239181522246,0.814765651455173,-0.0003235797161743603,1.5714006406364056,-0.00023470239181511143
2025-07-02,0.85994827191753,contango,True,True,False,False,0.002347933171233274,0.002347933171233274,0.8166786667550061,0.0045333761723596044,1.5785243908578974,0.0021126797138870668
2025-07-03,0.8526808923175051,contango,True,True,False,False,0.003045234769201821,0.003045234769201821,0.8191656450262739,0.007881385172987976,1.5909653495872047,0.005164348088809723
2025-07-07,0.880257383544139,contango,True,True,False,False,-0.004904229004421001,-0.004904229004421001,0.8151482691105107,-0.0074522132118458595,1.5791091365894219,0.0002347919387026831
2025-07-08,0.8585290874077096,contango,True,True,False,False,0.011499597670751704,0.011499597670751704,0.8245221462472913,-0.0005476171019968001,1.5782443894203062,0.011737089622285923
2025-07-09,0.8380651523000798,contango,True,True,False,False,0.01740139272743435,0.01740139272743435,0.8388699799266074,0.005996626767211355,1.587708531971105,0.029342724055714697
2025-07-10,0.8340380374914979,contango,True,True,False,False,0.0041049101810577415,0.0041049101810577415,0.8423134658477919,0.002820211585405019,1.5921862059672163,0.03356808348348861
2025-07-11,0.8466700520380221,contango,True,True,False,False,-0.002044064389804423,-0.002044064389804423,0.8405917228871996,-0.003515227505248797,1.5865893092225225,0.03145540376960154
